month,price,area
2012-09,5.198181818181818,Yorkshire & Humber
2012-10,5.198181818181818,Yorkshire & Humber
2012-11,5.216363636363636,Yorkshire & Humber
2012-12,5.198181818181818,Yorkshire & Humber
2013-01,5.198181818181818,Yorkshire & Humber
2013-02,5.343636363636364,Yorkshire & Humber
2013-03,5.343636363636364,Yorkshire & Humber
2013-04,5.343636363636364,Yorkshire & Humber
2013-05,5.228,Yorkshire & Humber
2013-06,5.228,Yorkshire & Humber
2013-07,5.1890909090909085,Yorkshire & Humber
2013-08,5.1890909090909085,Yorkshire & Humber
2013-09,5.2272727272727275,Yorkshire & Humber
2013-10,5.2272727272727275,Yorkshire & Humber
2013-11,5.245454545454546,Yorkshire & Humber
2013-12,5.290909090909091,Yorkshire & Humber
2014-01,5.309090909090909,Yorkshire & Humber
2014-02,5.3999999999999995,Yorkshire & Humber
2014-03,5.418181818181818,Yorkshire & Humber
2014-04,5.418181818181818,Yorkshire & Humber
2014-05,5.390909090909091,Yorkshire & Humber
2014-06,5.25,Yorkshire & Humber
2014-07,5.209090909090909,Yorkshire & Humber
2014-08,5.25,Yorkshire & Humber
2014-09,5.25,Yorkshire & Humber
2014-10,5.279999999999999,Yorkshire & Humber
2014-11,5.279999999999999,Yorkshire & Humber
2014-12,5.29,Yorkshire & Humber
2015-01,5.29,Yorkshire & Humber
2015-02,5.377777777777777,Yorkshire & Humber
2015-03,5.263636363636364,Yorkshire & Humber
2015-04,5.2727272727272725,Yorkshire & Humber
2015-05,5.433333333333334,Yorkshire & Humber
2015-06,5.433333333333334,Yorkshire & Humber
2015-07,5.454545454545454,Yorkshire & Humber
2015-08,5.433333333333334,Yorkshire & Humber
2015-09,5.433333333333334,Yorkshire & Humber
2015-10,5.433333333333334,Yorkshire & Humber
2015-11,5.433333333333334,Yorkshire & Humber
2015-12,5.433333333333334,Yorkshire & Humber
2016-01,5.45,Yorkshire & Humber
2016-02,5.375,Yorkshire & Humber
2016-03,5.375,Yorkshire & Humber
2016-04,5.375,Yorkshire & Humber
2016-05,5.375,Yorkshire & Humber
2016-06,5.3999999999999995,Yorkshire & Humber
2016-07,5.3999999999999995,Yorkshire & Humber
2016-08,5.390909090909091,Yorkshire & Humber
2016-09,5.3999999999999995,Yorkshire & Humber
2016-10,5.3999999999999995,Yorkshire & Humber
2016-11,5.425,Yorkshire & Humber
2016-12,5.364166666666667,Yorkshire & Humber
2017-01,5.425,Yorkshire & Humber
2017-02,5.5,Yorkshire & Humber
2017-03,5.581818181818182,Yorkshire & Humber
2017-04,5.43,Yorkshire & Humber
2017-05,5.3999999999999995,Yorkshire & Humber
2017-06,5.5,Yorkshire & Humber
2017-07,5.533333333333333,Yorkshire & Humber
2017-08,5.4399999999999995,Yorkshire & Humber
2017-09,5.4399999999999995,Yorkshire & Humber
2017-10,5.4399999999999995,Yorkshire & Humber
2017-11,5.49,Yorkshire & Humber
2017-12,5.477777777777778,Yorkshire & Humber
2018-01,5.477777777777778,Yorkshire & Humber
2018-02,5.111111111111111,Yorkshire & Humber
2018-03,5,Yorkshire & Humber
2018-04,5.055555555555555,Yorkshire & Humber
2018-05,5.327272727272727,Yorkshire & Humber
2018-06,5.345454545454545,Yorkshire & Humber
2018-07,5.529999999999999,Yorkshire & Humber
2018-08,5.445454545454545,Yorkshire & Humber
2018-09,5.445454545454545,Yorkshire & Humber
2018-10,5.445454545454545,Yorkshire & Humber
2018-11,5.63,Yorkshire & Humber
2018-12,5.63,Yorkshire & Humber
2019-01,5.536363636363636,Yorkshire & Humber
2019-02,5.5200000000000005,Yorkshire & Humber
2019-03,5.622222222222223,Yorkshire & Humber
2019-04,5.622222222222223,Yorkshire & Humber
2019-05,5.91,Yorkshire & Humber
2019-06,5.91,Yorkshire & Humber
2019-07,5.91,Yorkshire & Humber
2019-08,5.977777777777778,Yorkshire & Humber
2019-09,6.0375,Yorkshire & Humber
2019-10,6.1,Yorkshire & Humber
2019-11,6.0125,Yorkshire & Humber
2019-12,5.800000000000001,Yorkshire & Humber
2020-01,5.800000000000001,Yorkshire & Humber
2020-02,5.883333333333334,Yorkshire & Humber
2020-03,5.835,Yorkshire & Humber
2020-04,5.82,Yorkshire & Humber
2020-05,5.5928571428571425,Yorkshire & Humber
2020-06,5.5928571428571425,Yorkshire & Humber
2020-07,5.6499999999999995,Yorkshire & Humber
2020-08,5.911,Yorkshire & Humber
2020-09,6.08125,Yorkshire & Humber
2020-10,5.70625,Yorkshire & Humber
2020-11,6.364285714285715,Yorkshire & Humber
2020-12,6.05625,Yorkshire & Humber
2021-01,5.992857142857143,Yorkshire & Humber
2021-02,6.135714285714286,Yorkshire & Humber
2021-03,5.564285714285715,Yorkshire & Humber
2021-04,5.721428571428571,Yorkshire & Humber
2021-05,5.915,Yorkshire & Humber
2021-06,6.0649999999999995,Yorkshire & Humber
2021-07,6.240909090909091,Yorkshire & Humber
2021-08,6.3136363636363635,Yorkshire & Humber
2021-09,6.368181818181818,Yorkshire & Humber
