name,annual_gross_gbp,season
Tom Cleverley,2860000,2019-2020
Mark Noble,2860000,2019-2020
Jeffrey Schlupp,2860000,2019-2020
Pierre-Emile Höjbjerg,2860000,2019-2020
James Tomkins,2860000,2019-2020
Aaron Cresswell,2860000,2019-2020
James McCarthy,2860000,2019-2020
José Izquierdo,2600000,2019-2020
Rúben Neves,2860000,2019-2020
Chris Wood,2860000,2019-2020
Harry Winks,2756000,2019-2020
Ralf Fährmann,2730000,2019-2020
Erik Pieters,2600000,2019-2020
Jack Stephens,2600000,2019-2020
Stuart Armstrong,2860000,2019-2020
James Tarkowski,2860000,2019-2020
Carlos Sánchez,2860000,2019-2020
Calum Chambers,2860000,2019-2020
Josip Drmic,2860000,2019-2020
Christian Fuchs,2860000,2019-2020
Alex McCarthy,2860000,2019-2020
Martín Montoya,2860000,2019-2020
Albian Ajeti,2860000,2019-2020
Pascal Groß,2912000,2019-2020
Phil Jagielka,3016000,2019-2020
Alireza Jahanbakhsh,3120000,2019-2020
Gedson Fernandes,3120000,2019-2020
Trezeguet,3120000,2019-2020
Marco van Ginkel,3120000,2019-2020
Moise Kean,3120000,2019-2020
Yoshinori Muto,3120000,2019-2020
Divock Origi,2600000,2019-2020
Michel Vorm,2600000,2019-2020
Adrián,3120000,2019-2020
Shane Duffy,2340000,2019-2020
Miguel Almirón,2600000,2019-2020
Henri Lansbury,2500000,2019-2020
Jairo Riedewald,2460000,2019-2020
Wayne Hennessey,2400000,2019-2020
Ben Gibson,2392000,2019-2020
Ashley Barnes,2392000,2019-2020
Nampalys Mendy,2340000,2019-2020
Ayoze Pérez,2600000,2019-2020
Leandro Trossard,2340000,2019-2020
Trent Alexander-Arnold,2340000,2019-2020
Philip Billing,2340000,2019-2020
Nathan Aké,2340000,2019-2020
Sergio Romero,4160000,2019-2020
Raúl Jiménez,2340000,2019-2020
Craig Dawson,2600000,2019-2020
Federico Fernández,2600000,2019-2020
Lewis Baker,2600000,2019-2020
Joe Hart,2600000,2019-2020
Joshua King,2600000,2019-2020
Daryl Janmaat,2600000,2019-2020
Roberto Pereyra,2600000,2019-2020
Sebastian Prödl,2600000,2019-2020
Lewis Dunk,2600000,2019-2020
Davy Pröpper,2600000,2019-2020
Borja Bastón,2600000,2019-2020
Daniel James,2600000,2019-2020
James Ward-Prowse,2600000,2019-2020
Marc Albrighton,2600000,2019-2020
Steve Cook,2600000,2019-2020
Diogo Jota,2600000,2019-2020
Matt Ritchie,2600000,2019-2020
Emil Krafth,3120000,2019-2020
Caglar Söyüncü,2600000,2019-2020
Andros Townsend,3120000,2019-2020
Danny Drinkwater,3900000,2019-2020
Davinson Sánchez,3900000,2019-2020
Victor Wanyama,3900000,2019-2020
Troy Deeney,3900000,2019-2020
Lukasz Fabianski,3900000,2019-2020
Pablo Fornals,3900000,2019-2020
Patrick Cutrone,3900000,2019-2020
Gerard Deulofeu,3900000,2019-2020
Brandon Williams,3900000,2019-2020
Cenk Tosun,3640000,2019-2020
Danny Drinkwater,3640000,2019-2020
Eric Dier,3640000,2019-2020
Michael Keane,3640000,2019-2020
Wes Morgan,3640000,2019-2020
Kelechi Iheanacho,3640000,2019-2020
Sofiane Boufal,3900000,2019-2020
Ederson,3900000,2019-2020
Jonny Evans,3640000,2019-2020
Winston Reid,4050000,2019-2020
Danny Welbeck,4160000,2019-2020
Ricardo Pereira,4160000,2019-2020
James Maddison,3120000,2019-2020
Giovani Lo Celso,4160000,2019-2020
Andre Gray,4160000,2019-2020
Alex Iwobi,4160000,2019-2020
Abdoulaye Doucouré,3900000,2019-2020
Ben Chilwell,3900000,2019-2020
Manuel Lanzini,3900000,2019-2020
Serge Aurier,3900000,2019-2020
Cédric Soares,3900000,2019-2020
Cheikhou Kouyaté,3900000,2019-2020
Gary Cahill,3900000,2019-2020
Leighton Baines,3900000,2019-2020
Angeliño,3640000,2019-2020
Oriol Romeu,3900000,2019-2020
Connor Wickham,3640000,2019-2020
Vicente Guaita,3380000,2019-2020
Demarai Gray,3120000,2019-2020
Ryan Sessegnon,3120000,2019-2020
Daniel Podence,3640000,2019-2020
Oumar Niasse,3120000,2019-2020
Björn Engels,3120000,2019-2020
Ben Mee,3120000,2019-2020
Willy Boly,3120000,2019-2020
Adama Traoré,3120000,2019-2020
Conor Coady,3120000,2019-2020
Jefferson Lerma,3280000,2019-2020
Patrick van Aanholt,3300000,2019-2020
Pedro,3380000,2019-2020
Tammy Abraham,3380000,2019-2020
Danny Rose,3380000,2019-2020
James McArthur,3120000,2019-2020
Moussa Djenepo,3120000,2019-2020
Cenk Tosun,3640000,2019-2020
Jannik Vestergaard,3640000,2019-2020
Nathan Redmond,3640000,2019-2020
Ryan Bertrand,3640000,2019-2020
Danny Rose,3640000,2019-2020
Phil Foden,3640000,2019-2020
Andrew Robertson,3640000,2019-2020
Declan Rice,3380000,2019-2020
Shane Long,3380000,2019-2020
Ben Davies,3380000,2019-2020
Jarrod Bowen,3380000,2019-2020
Issa Diop,3380000,2019-2020
Callum Wilson,3380000,2019-2020
Scott Dann,3380000,2019-2020
Maxime Le Marchand,1300000,2018-2019
Joe Ralls,1274000,2018-2019
Timothy Fosu-Mensah,1300000,2018-2019
Josh Murphy,1300000,2018-2019
Lys Mousset,1300000,2018-2019
Aron Gunnarsson,1248000,2018-2019
Julián Speroni,1300000,2018-2019
Callum Paterson,1170000,2018-2019
Lee Tomlin,1170000,2018-2019
Craig Cathcart,1196000,2018-2019
Ademola Lookman,1196000,2018-2019
Kevin Long,1196000,2018-2019
Eldin Jakupovic,1196000,2018-2019
Marc Navarro,1196000,2018-2019
Jonathan Hogg,1170000,2018-2019
Brendan Galloway,1170000,2018-2019
Tim Ream,1300000,2018-2019
Florent Hadergjonaj,1196000,2018-2019
Rob Elliot,1300000,2018-2019
Mason Holgate,1300000,2018-2019
Javier Manquillo,1300000,2018-2019
Martin Kelly,1300000,2018-2019
Kevin McDonald,1144000,2018-2019
Diogo Dalot,1300000,2018-2019
Junior Stanislas,1300000,2018-2019
Markus Suttner,1300000,2018-2019
Sam Vokes,1300000,2018-2019
Bernardo,1300000,2018-2019
Phil Bardsley,1300000,2018-2019
Kenedy,1300000,2018-2019
Elias Kachunga,1300000,2018-2019
Timothy Fosu-Mensah,1300000,2018-2019
Kenedy,1300000,2018-2019
Tom Davies,1300000,2018-2019
Matthew Lowton,1300000,2018-2019
Miguel Britos,1300000,2018-2019
Jonny Otto,1300000,2018-2019
Christopher Schindler,1300000,2018-2019
Isaac Hayden,1144000,2018-2019
Neil Etheridge,1014000,2018-2019
Romain Saïss,1144000,2018-2019
Lucas Piazón,1040000,2018-2019
Dominic Calvert-Lewin,1040000,2018-2019
Kyle Walker-Peters,1040000,2018-2019
Scott McTominay,1040000,2018-2019
Paulo Gazzaniga,1040000,2018-2019
Marcus Rashford,1040000,2018-2019
Claudio Gomes,1040000,2018-2019
Tommy Smith,1040000,2018-2019
Joe Bennett,1014000,2018-2019
Danny Ward,1040000,2018-2019
Lee Peltier,988000,2018-2019
Matthew Connolly,988000,2018-2019
Greg Cunningham,988000,2018-2019
Nathaniel Mendez-Laing,962000,2018-2019
Leon Balogun,941000,2018-2019
Yves Bissouma,1300000,2018-2019
Josh Sims,936000,2018-2019
Juan Foyth,1040000,2018-2019
Takuma Asano,1040000,2018-2019
Bakary Sako,1092000,2018-2019
Ryan Bennett,1040000,2018-2019
Gaëtan Bong,1050000,2018-2019
Leandro Bacuna,1041000,2018-2019
Ayoze Pérez,1040000,2018-2019
Marvin Zeegelaar,1040000,2018-2019
Alexander Sörloth,1040000,2018-2019
Oleksandr Zinchenko,1040000,2018-2019
Kiko Femenía,1040000,2018-2019
Danny Ward,1040000,2018-2019
Reece Oxford,1040000,2018-2019
Jan Bednarek,1040000,2018-2019
Cyrus Christie,1040000,2018-2019
Léo Bonatini,1040000,2018-2019
Dominic Solanke,1040000,2018-2019
Emiliano Martínez,1040000,2018-2019
Daniel Amartey,1040000,2018-2019
Chris Löwe,1040000,2018-2019
Tyrone Mings,1300000,2018-2019
Terence Kongolo,1820000,2018-2019
Rob Holding,1300000,2018-2019
Mohamed Elneny,1560000,2018-2019
Zanka,1716000,2018-2019
Hélder Costa,1690000,2018-2019
Matty James,1664000,2018-2019
Alfie Mawson,1664000,2018-2019
Ezequiel Schelotto,1664000,2018-2019
Ashley Westwood,1612000,2018-2019
Isaac Success,1560000,2018-2019
Chris Mepham,1560000,2018-2019
Havard Nordtveit,1774000,2018-2019
Lewis Cook,1560000,2018-2019
Marc Pugh,1560000,2018-2019
Ryan Fraser,1560000,2018-2019
Simon Francis,1560000,2018-2019
Bruno,1560000,2018-2019
Dale Stephens,1560000,2018-2019
Glenn Murray,1560000,2018-2019
Vincent Janssen,1768000,2018-2019
Laurent Depoitre,1820000,2018-2019
Johann Berg Gudmundsson,1560000,2018-2019
Adam Smith,1820000,2018-2019
Gary Madine,936000,2018-2019
Anthony Knockaert,1820000,2018-2019
Diego Rico,1820000,2018-2019
Dan Gosling,1820000,2018-2019
Charlie Daniels,1820000,2018-2019
Andrew Surman,1820000,2018-2019
Manuel Lanzini,1820000,2018-2019
Ainsley Maitland-Niles,1820000,2018-2019
Youri Tielemans,1820000,2018-2019
Steve Mounié,1820000,2018-2019
Jason Puncheon,1820000,2018-2019
Marcus Bettinelli,1820000,2018-2019
Shinji Okazaki,1820000,2018-2019
Erik Durm,1820000,2018-2019
Joel Ward,1820000,2018-2019
Jason Puncheon,1820000,2018-2019
Solly March,1560000,2018-2019
Jonathan Walters,1560000,2018-2019
Charlie Taylor,1300000,2018-2019
Stephen Ward,1456000,2018-2019
Edimilson Fernandes,1560000,2018-2019
Rúben Vinagre,1560000,2018-2019
Bruno Ecuele Manga,1534000,2018-2019
Junior Hoilett,1456000,2018-2019
Adam Masina,1456000,2018-2019
Ivan Cavaleiro,1456000,2018-2019
Jonas Lössl,1456000,2018-2019
Marco van Ginkel,1456000,2018-2019
Will Hughes,1560000,2018-2019
Ramadan Sobhi,1404000,2018-2019
David Brooks,1300000,2018-2019
Dominic Solanke,1300000,2018-2019
Beram Kayal,1300000,2018-2019
Sean Morrison,1300000,2018-2019
Jacob Murphy,1300000,2018-2019
Philippe Sandler,1300000,2018-2019
Aaron Cresswell,1560000,2018-2019
José Holebas,1560000,2018-2019
Nick Pope,1560000,2018-2019
Alex Pritchard,1560000,2018-2019
Alex Smithies,1560000,2018-2019
Bobby Reid,1560000,2018-2019
Willy Caballero,1560000,2018-2019
Pape Souaré,1560000,2018-2019
Maarten Stekelenburg,1560000,2018-2019
Joe Bryan,1560000,2018-2019
Adama Diakhaby,1560000,2018-2019
Danny Williams,1560000,2018-2019
Christian Kabasele,1560000,2018-2019
Joe Gomez,1560000,2018-2019
Andreas Pereira,1560000,2018-2019
Lee Grant,1560000,2018-2019
Christian Atsu,1560000,2018-2019
DeAndre Yedlin,1560000,2018-2019
Matt Ritchie,1560000,2018-2019
Ben Foster,1560000,2018-2019
Sam McQueen,936000,2018-2019
Lloyd Humphries,31000,2018-2019
Adalberto Peñaranda,934000,2018-2019
Isaac Christie-Davies,91000,2018-2019
Grady Diangana,104000,2018-2019
Steven Sessegnon,104000,2018-2019
Kwasi Sibo,104000,2018-2019
Jordi Osei-Tutu,104000,2018-2019
Dejan Iliev,104000,2018-2019
Yan Valery,104000,2018-2019
Conor Gallagher,94000,2018-2019
Alfie Whiteman,78000,2018-2019
Alfie Jones,104000,2018-2019
Morgan Gibbs-White,78000,2018-2019
Sam Surridge,78000,2018-2019
Ryan Inniss,78000,2018-2019
Luca de la Torre,78000,2018-2019
Niall Ennis,62000,2018-2019
Sean Longstaff,52000,2018-2019
Demeaco Duhaney,52000,2018-2019
Callum Slattery,104000,2018-2019
Jamie Cumming,104000,2018-2019
Sam Woods,52000,2018-2019
Marcelo Djaló,156000,2018-2019
Viktor Gyökeres,156000,2018-2019
Caoimhin Kelleher,156000,2018-2019
Ethan Ebanks-Landell,156000,2018-2019
Rhys Healey,156000,2018-2019
Pontus Dahlberg,156000,2018-2019
Nathaniel Chalobah,1820000,2018-2019
Joel Coleman,156000,2018-2019
Sullay Kaikai,130000,2018-2019
Max Kilman,104000,2018-2019
George McEachran,130000,2018-2019
Callum Hudson-Odoi,130000,2018-2019
Nathan Holland,130000,2018-2019
Julio Pleguezuelo,130000,2018-2019
Marc Guehi,130000,2018-2019
Marcin Bulka,130000,2018-2019
Ryan Giles,130000,2018-2019
Cameron Humphreys,52000,2018-2019
Harry Lewis,52000,2018-2019
Ben Johnson,156000,2018-2019
Nathan Harker,26000,2018-2019
Nnamdi Ofoborh,26000,2018-2019
Josh Benson,26000,2018-2019
Kyle Taylor,26000,2018-2019
Conor Coventry,26000,2018-2019
Max Sanders,26000,2018-2019
Kayne Ramsay,26000,2018-2019
Joe Tupper,26000,2018-2019
Kell Watts,21000,2018-2019
Matt O&#39;Riley,26000,2018-2019
Felix Nmecha,20800,2018-2019
Mason Greenwood,20800,2018-2019
Lewis Cass,20800,2018-2019
Aaron Rowe,20800,2018-2019
Cameron John,20800,2018-2019
Ki-Jana Hoever,20800,2018-2019
Tyreece John-Jules,20800,2018-2019
Ryan Schofield,26000,2018-2019
Matt Butcher,31000,2018-2019
Dwight McNeil,52000,2018-2019
Luke Dreher,42000,2018-2019
Will Collar,52000,2018-2019
Charlie Gilmour,52000,2018-2019
Zech Medley,52000,2018-2019
Connor Ronan,52000,2018-2019
Matty Daly,52000,2018-2019
Tyreke Johnson,42000,2018-2019
Marcus Barnes,42000,2018-2019
Jack Rose,41500,2018-2019
George Marsh,31000,2018-2019
Curtis Jones,40000,2018-2019
Rhian Brewster,40000,2018-2019
Rafael Camacho,40000,2018-2019
Giovanni McGregor,39000,2018-2019
Cameron Coxe,36000,2018-2019
Jayson Molumby,36000,2018-2019
Michael Obafemi,31000,2018-2019
Jack Simpson,156000,2018-2019
Will Norris,156000,2018-2019
Abdelhamid Sabiri,910000,2018-2019
Sol Bamba,728000,2018-2019
Aaron Wan-Bissaka,780000,2018-2019
Ken Sema,780000,2018-2019
Dan Burn,780000,2018-2019
Adrian Mariappa,780000,2018-2019
Achraf Lazaar,780000,2018-2019
Stuart O&#39;Keefe,780000,2018-2019
Karl Darlow,780000,2018-2019
Jazz Richards,676000,2018-2019
Emerson Hyndman,780000,2018-2019
Ibrahima Cissé,650000,2018-2019
Aboubakar Kamara,650000,2018-2019
Karlan Grant,634000,2018-2019
Jamal Blackman,624000,2018-2019
Ben Hamer,624000,2018-2019
Kadeem Harris,624000,2018-2019
Eric García,624000,2018-2019
Jonathan Williams,780000,2018-2019
Jonjoe Kenny,780000,2018-2019
Brian Murphy,546000,2018-2019
Jason Steele,780000,2018-2019
Rajiv van La Parra,910000,2018-2019
Juninho Bacuna,884000,2018-2019
Kenneth Zohore,858000,2018-2019
Víctor Camarasa,838000,2018-2019
David Button,832000,2018-2019
Peter Crouch,817000,2018-2019
Collin Quaner,817000,2018-2019
Fousseni Diabaté,780000,2018-2019
Reiss Nelson,780000,2018-2019
Philip Billing,780000,2018-2019
Tom Cairney,780000,2018-2019
Jon Gorenc-Stankovic,780000,2018-2019
Ryan Sessegnon,780000,2018-2019
Neeskens Kebano,780000,2018-2019
Emile Smith Rowe,780000,2018-2019
Conor Coady,780000,2018-2019
Ben Woodburn,624000,2018-2019
Axel Tuanzebe,520000,2018-2019
Freddie Woodman,156000,2018-2019
Aaron Ramsdale,260000,2018-2019
Tyias Browning,390000,2018-2019
Konstantinos Mavropanos,364000,2018-2019
Rafa Mir,364000,2018-2019
Ben White,260000,2018-2019
Mark Travers,260000,2018-2019
Aleix García,260000,2018-2019
Joe Willock,260000,2018-2019
Luke Amos,260000,2018-2019
Hamza Choudhury,390000,2018-2019
James Garner,260000,2018-2019
Adam Legzdins,260000,2018-2019
Oliver Skipp,260000,2018-2019
Ben Wilmot,260000,2018-2019
Eddie Nketiah,208000,2018-2019
João Virgínia,208000,2018-2019
Connor Randall,208000,2018-2019
Ethan Ampadu,390000,2018-2019
Anders Lindegaard,390000,2018-2019
Matt Doherty,520000,2018-2019
Loïc Damour,494000,2018-2019
Stefan Johansen,520000,2018-2019
Angel Gomes,520000,2018-2019
Harvey Barnes,520000,2018-2019
Alexis Mac Allister,520000,2018-2019
Tahith Chong,520000,2018-2019
Bukayo Saka,520000,2018-2019
Taylor Richards,520000,2018-2019
Isaac Mbenza,483000,2018-2019
Kieran Dowell,390000,2018-2019
Denis Odoi,467000,2018-2019
Floyd Ayité,416000,2018-2019
Daniel Grimshaw,416000,2018-2019
Brahim Díaz,416000,2018-2019
Beni Baningime,416000,2018-2019
Kortney Hause,416000,2018-2019
Domingos Quina,416000,2018-2019
Stefano Okaka,1820000,2018-2019
Theo Walcott,5200000,2018-2019
Heurelho Gomes,1820000,2018-2019
Andreas Christensen,4160000,2018-2019
Jan Vertonghen,4668000,2018-2019
Denis Suárez,4488000,2018-2019
Heung-min Son,4420000,2018-2019
Felipe Anderson,4420000,2018-2019
Adrien Silva,4420000,2018-2019
Antonio Valencia,4420000,2018-2019
Gary Cahill,4160000,2018-2019
Alex Oxlade-Chamberlain,4160000,2018-2019
Benjamin Mendy,4680000,2018-2019
Manolo Gabbiadini,4160000,2018-2019
Eric Bailly,4160000,2018-2019
Fabian Delph,4160000,2018-2019
Xherdan Shaqiri,4160000,2018-2019
Erik Lamela,4160000,2018-2019
Danilo,4160000,2018-2019
Ilkay Gündogan,4160000,2018-2019
Harry Maguire,4680000,2018-2019
Andy Carroll,4680000,2018-2019
Georginio Wijnaldum,3900000,2018-2019
Dejan Lovren,5200000,2018-2019
João Moutinho,5200000,2018-2019
Rui Patrício,5200000,2018-2019
Jordan Pickford,5200000,2018-2019
Jack Wilshere,5200000,2018-2019
Marouane Fellaini,5200000,2018-2019
Marcos Alonso,5200000,2018-2019
Morgan Schneiderlin,5200000,2018-2019
Pedro,5189000,2018-2019
Richarlison,4680000,2018-2019
Leroy Sané,4940000,2018-2019
Fraser Forster,4680000,2018-2019
Lucas Digne,4680000,2018-2019
Gabriel Jesus,4680000,2018-2019
Laurent Koscielny,4680000,2018-2019
Alisson,4680000,2018-2019
Shkodran Mustafi,4680000,2018-2019
Moussa Sissoko,4160000,2018-2019
Danny Ings,3900000,2018-2019
Gylfi Sigurdsson,5200000,2018-2019
Sergio Romero,3640000,2018-2019
Lucas Pérez,3640000,2018-2019
Alex Iwobi,3640000,2018-2019
Angelo Ogbonna,3640000,2018-2019
Andre Gray,3640000,2018-2019
Abdoulaye Doucouré,3640000,2018-2019
Serge Aurier,3640000,2018-2019
Nacho Monreal,3640000,2018-2019
Charlie Austin,3640000,2018-2019
Ricardo Pereira,3640000,2018-2019
Michail Antonio,3640000,2018-2019
Winston Reid,3640000,2018-2019
Chris Smalling,3640000,2018-2019
André Zambo Anguissa,3484000,2018-2019
Oriol Romeu,3380000,2018-2019
Leighton Baines,3380000,2018-2019
Kieran Trippier,3380000,2018-2019
Davide Zappacosta,3640000,2018-2019
Seamus Coleman,3640000,2018-2019
Wilfred Ndidi,3900000,2018-2019
Pablo Zabaleta,3900000,2018-2019
Lucas Moura,3900000,2018-2019
Victor Moses,3900000,2018-2019
Lucas Torreira,3900000,2018-2019
Nathaniel Clyne,3900000,2018-2019
Fernando Llorente,3900000,2018-2019
Jesse Lingard,3900000,2018-2019
Stephan Lichtsteiner,3900000,2018-2019
Phil Jones,3900000,2018-2019
Asmir Begovic,3640000,2018-2019
Lazar Markovic,3900000,2018-2019
Christian Eriksen,3900000,2018-2019
Danny Ings,3900000,2018-2019
Leander Dendoncker,3900000,2018-2019
Victor Lindelöf,3900000,2018-2019
Nathaniel Clyne,3900000,2018-2019
Idrissa Gueye,3640000,2018-2019
Hugo Lloris,5200000,2018-2019
Mamadou Sakho,5200000,2018-2019
Davinson Sánchez,3380000,2018-2019
Bernardo Silva,7800000,2018-2019
Juan Mata,8320000,2018-2019
David Silva,8320000,2018-2019
Kepa,7936000,2018-2019
Luke Shaw,7800000,2018-2019
César Azpilicueta,7800000,2018-2019
Raheem Sterling,7800000,2018-2019
Christian Pulisic,7800000,2018-2019
Vincent Kompany,7800000,2018-2019
Virgil van Dijk,9360000,2018-2019
Chicharito,7280000,2018-2019
James Milner,7280000,2018-2019
Jamie Vardy,7280000,2018-2019
Wilfried Zaha,6760000,2018-2019
Kasper Schmeichel,6760000,2018-2019
Daniel Sturridge,6760000,2018-2019
David Luiz,6535000,2018-2019
Álvaro Morata,8840000,2018-2019
Pierre-Emerick Aubameyang,9360000,2018-2019
Danny Welbeck,6500000,2018-2019
Sergio Agüero,11967000,2018-2019
Mathew Ryan,1820000,2018-2019
Alexis Sánchez,18200000,2018-2019
Mesut Özil,18200000,2018-2019
Kevin De Bruyne,18200000,2018-2019
Gonzalo Higuaín,15777000,2018-2019
Paul Pogba,15080000,2018-2019
N&#39;Golo Kanté,15080000,2018-2019
Eden Hazard,11670000,2018-2019
Romelu Lukaku,9360000,2018-2019
Cesc Fàbregas,10769000,2018-2019
David de Gea,10400000,2018-2019
Henrikh Mkhitaryan,10400000,2018-2019
Harry Kane,10400000,2018-2019
Mohamed Salah,10400000,2018-2019
Alexandre Lacazette,9468000,2018-2019
Roberto Firmino,9360000,2018-2019
Max Meyer,6500000,2018-2019
Ashley Young,6240000,2018-2019
Sokratis,5200000,2018-2019
Bernd Leno,5200000,2018-2019
Marcos Rojo,5720000,2018-2019
André Schürrle,5386000,2018-2019
Eliaquim Mangala,5200000,2018-2019
Dele Alli,5200000,2018-2019
Antonio Rüdiger,5200000,2018-2019
Jordan Henderson,5200000,2018-2019
Sead Kolasinac,5200000,2018-2019
Fabinho,5200000,2018-2019
Kyle Walker,5720000,2018-2019
Marko Arnautovic,5200000,2018-2019
Sadio Mané,5200000,2018-2019
Mateo Kovacic,5200000,2018-2019
Granit Xhaka,5200000,2018-2019
Danny Drinkwater,5200000,2018-2019
John Stones,5200000,2018-2019
Ross Barkley,5200000,2018-2019
Jorginho,5720000,2018-2019
Héctor Bellerín,5720000,2018-2019
Naby Keïta,6240000,2018-2019
Aymeric Laporte,6240000,2018-2019
Fred,6240000,2018-2019
Nicolás Otamendi,6240000,2018-2019
Riyad Mahrez,6240000,2018-2019
Nemanja Matic,6240000,2018-2019
Yerry Mina,6240000,2018-2019
Willian,6240000,2018-2019
Christian Benteke,6240000,2018-2019
Bernard,6240000,2018-2019
Olivier Giroud,5720000,2018-2019
Aaron Ramsey,6240000,2018-2019
Ander Herrera,5980000,2018-2019
Claudio Bravo,5980000,2018-2019
André Gomes,5835000,2018-2019
Adam Lallana,5720000,2018-2019
Petr Cech,5720000,2018-2019
Anthony Martial,5720000,2018-2019
Victor Wanyama,3380000,2018-2019
Fernandinho,9360000,2018-2019
Ben Chilwell,3380000,2018-2019
Arthur Masuaku,2080000,2018-2019
Sergio Rico,2334000,2018-2019
Federico Fernández,2236000,2018-2019
Ryan Babel,2227000,2018-2019
Miguel Almirón,2184000,2018-2019
Emerson,2184000,2018-2019
Antonio Barreca,2147000,2018-2019
Nathan Aké,2080000,2018-2019
Andy King,2080000,2018-2019
Fabri,2340000,2018-2019
Fabián Balbuena,2080000,2018-2019
Harry Arter,2080000,2018-2019
Fabian Schär,2080000,2018-2019
Callum Wilson,2080000,2018-2019
Artur Boruc,2080000,2018-2019
Sam Gallagher,2080000,2018-2019
Jamaal Lascelles,2080000,2018-2019
Rachid Ghezzal,2340000,2018-2019
Divock Origi,2340000,2018-2019
Robert Snodgrass,2080000,2018-2019
Daryl Janmaat,2340000,2018-2019
Caglar Söyüncü,2340000,2018-2019
Joshua King,2340000,2018-2019
Steve Cook,2340000,2018-2019
Sebastian Prödl,2340000,2018-2019
Roberto Pereyra,2340000,2018-2019
Carl Jenkinson,2340000,2018-2019
Davy Pröpper,2340000,2018-2019
José Izquierdo,2340000,2018-2019
Matteo Darmian,2340000,2018-2019
Jürgen Locadia,2340000,2018-2019
Lewis Dunk,2340000,2018-2019
Joe Hart,2340000,2018-2019
Steven Defour,2340000,2018-2019
James Ward-Prowse,2340000,2018-2019
Jack Stephens,2340000,2018-2019
Mohamed Diamé,2340000,2018-2019
Trent Alexander-Arnold,2080000,2018-2019
Florin Andone,2080000,2018-2019
Marc Albrighton,2340000,2018-2019
Matt Targett,1820000,2018-2019
Samir Nasri,1917000,2018-2019
Jordan Ayew,1820000,2018-2019
Ruben Loftus-Cheek,1820000,2018-2019
Michy Batshuayi,1820000,2018-2019
Ciaran Clark,1820000,2018-2019
Michy Batshuayi,1820000,2018-2019
Jonjo Shelvey,1820000,2018-2019
John Ruddy,1820000,2018-2019
Florian Lejeune,1976000,2018-2019
Tom Heaton,1820000,2018-2019
Robbie Brady,1820000,2018-2019
Matej Vydra,1820000,2018-2019
Jeff Hendrick,1820000,2018-2019
Georges-Kevin N&#39;Koudou,1820000,2018-2019
Aaron Lennon,1820000,2018-2019
Mario Lemina,3380000,2018-2019
Jordon Ibe,1950000,2018-2019
Jack Cork,1976000,2018-2019
Sung-yong Ki,2080000,2018-2019
Nampalys Mendy,2080000,2018-2019
Angus Gunn,2080000,2018-2019
Harry Arter,2080000,2018-2019
Andrii Yarmolenko,2080000,2018-2019
Willy Boly,2080000,2018-2019
Michel Vorm,2080000,2018-2019
Wayne Hennessey,2080000,2018-2019
Étienne Capoue,2080000,2018-2019
Ryan Fredericks,2080000,2018-2019
Shane Duffy,2080000,2018-2019
Mattéo Guendouzi,2080000,2018-2019
Raúl Jiménez,2080000,2018-2019
Joselu,2080000,2018-2019
Ben Gibson,2080000,2018-2019
Jairo Riedewald,2080000,2018-2019
Ashley Barnes,2080000,2018-2019
Martin Dubravka,2080000,2018-2019
Danny Simpson,2340000,2018-2019
Paul Dummett,1820000,2018-2019
Kurt Zouma,2392000,2018-2019
Aleksandar Mitrovic,3120000,2018-2019
Scott Dann,3120000,2018-2019
Eric Dier,3120000,2018-2019
Gerard Deulofeu,3120000,2018-2019
Ryan Bertrand,3120000,2018-2019
Jonny Evans,3120000,2018-2019
Cenk Tosun,3120000,2018-2019
Kelechi Iheanacho,3120000,2018-2019
Shane Long,3120000,2018-2019
Vicente Guaita,3120000,2018-2019
Jannik Vestergaard,3120000,2018-2019
Declan Rice,3120000,2018-2019
Steven Davis,3120000,2018-2019
Mohamed Elyounoussi,3120000,2018-2019
Wesley Hoedt,3120000,2018-2019
Simon Mignolet,3120000,2018-2019
Luciano Vietto,2879000,2018-2019
Joel Matip,3120000,2018-2019
Nathan Redmond,3120000,2018-2019
Andros Townsend,2860000,2018-2019
Cheikhou Kouyaté,3380000,2018-2019
Troy Deeney,3380000,2018-2019
Kurt Zouma,2392000,2018-2019
Cédric Soares,3380000,2018-2019
Ederson,3380000,2018-2019
Jermain Defoe,3380000,2018-2019
Lukasz Fabianski,3380000,2018-2019
Jean Michaël Seri,3380000,2018-2019
Issa Diop,3120000,2018-2019
Phil Foden,3120000,2018-2019
Ben Davies,3120000,2018-2019
Wes Morgan,3120000,2018-2019
Danny Rose,3120000,2018-2019
Andrew Robertson,3120000,2018-2019
Connor Wickham,3120000,2018-2019
Michael Keane,3120000,2018-2019
Salomón Rondón,3120000,2018-2019
Patrick van Aanholt,2860000,2018-2019
Alberto Moreno,3380000,2018-2019
James McArthur,2860000,2018-2019
Adrián,2600000,2018-2019
Christian Fuchs,2600000,2018-2019
Toby Alderweireld,2600000,2018-2019
Rúben Neves,2600000,2018-2019
Oumar Niasse,2600000,2018-2019
Alex McCarthy,2600000,2018-2019
Calum Chambers,2600000,2018-2019
Mark Noble,2600000,2018-2019
Calum Chambers,2600000,2018-2019
Martín Montoya,2600000,2018-2019
Maya Yoshida,2600000,2018-2019
Tom Cleverley,2600000,2018-2019
Stuart Armstrong,2600000,2018-2019
