name,annual_gross_gbp,season
Emmanuel Onariase,20800,2014-2015
Ryan Ledson,20800,2014-2015
Ainsley Maitland-Niles,20800,2014-2015
Jake Hesketh,20800,2014-2015
Angeliño,20800,2014-2015
Kieran Dowell,20800,2014-2015
Oliver Shenton,20800,2014-2015
Bersant Celina,20800,2014-2015
Reece Oxford,20800,2014-2015
Antolín Alcaraz,1300000,2014-2015
Stefan O&#39;Connor,20800,2014-2015
Andre Green,20800,2014-2015
Dominic Solanke,20800,2014-2015
Harry Winks,26000,2014-2015
Tom Beadling,26000,2014-2015
Reece Grego-Cox,26000,2014-2015
Hiram Boateng,26000,2014-2015
Ryan Seager,26000,2014-2015
Darnell Furlong,26000,2014-2015
Jake Flannigan,26000,2014-2015
Dominic Gape,26000,2014-2015
Cole Kpekawa,21000,2014-2015
Alex Palmer,26000,2014-2015
Alex Gilliead,26000,2014-2015
Jason Gilchrist,23000,2014-2015
Olivier Kemen,21000,2014-2015
Ryan Watson,21000,2014-2015
Brandon Comley,21000,2014-2015
Jerome Sinclair,78000,2014-2015
Glen Kamara,78000,2014-2015
Paul Dummett,104000,2014-2015
Chris Kettings,104000,2014-2015
Gary Taylor-Fletcher,364000,2014-2015
Zoumana Bakayogo,364000,2014-2015
Luke Garbutt,364000,2014-2015
Kyle Bartley,364000,2014-2015
Eldin Jakupovic,364000,2014-2015
Isaac Hayden,312000,2014-2015
Gedion Zelalem,312000,2014-2015
Matt Grimes,312000,2014-2015
Joe Dudgeon,312000,2014-2015
Brian Murphy,286000,2014-2015
Graham Burke,260000,2014-2015
Bongani Khumalo,260000,2014-2015
Kevin Long,260000,2014-2015
Tyler Blackett,260000,2014-2015
Tyias Browning,260000,2014-2015
Nélson Oliveira,386000,2014-2015
Karim Rekik,390000,2014-2015
Dedryck Boyata,390000,2014-2015
Joel Ward,468000,2014-2015
Christian Atsu,520000,2014-2015
Jed Steer,520000,2014-2015
Ayoze Pérez,520000,2014-2015
Harry Maguire,520000,2014-2015
Sam Gallagher,520000,2014-2015
Harrison Reed,520000,2014-2015
Izzy Brown,442000,2014-2015
Richard Wright,416000,2014-2015
Ruben Loftus-Cheek,442000,2014-2015
Michael Duff,416000,2014-2015
Jordon Ibe,416000,2014-2015
Jamal Blackman,416000,2014-2015
Ben Hamer,416000,2014-2015
Elliot Lee,416000,2014-2015
Saidy Janko,260000,2014-2015
Danny Lafferty,260000,2014-2015
Andreas Christensen,260000,2014-2015
Jack Stephens,104000,2014-2015
Jak Alnwick,130000,2014-2015
Reece Burke,130000,2014-2015
Jeremie Boga,130000,2014-2015
Cristian Ceballos,130000,2014-2015
Alex Iwobi,104000,2014-2015
José Pozo,104000,2014-2015
Thierry Ambrose,104000,2014-2015
Mitchell Beeney,130000,2014-2015
Josh Sheehan,104000,2014-2015
Reece James,104000,2014-2015
Kemar Roofe,104000,2014-2015
Jack Rose,104000,2014-2015
Frankie Sutherland,104000,2014-2015
Cameron Brannagan,104000,2014-2015
David Cornell,130000,2014-2015
Semi Ajayi,156000,2014-2015
Sebastian Lletget,260000,2014-2015
Adam King,182000,2014-2015
Dionatan Teixeira,260000,2014-2015
Andreas Pereira,260000,2014-2015
Lloyd Isgrove,234000,2014-2015
Adil Nabi,234000,2014-2015
Jay Fulton,232000,2014-2015
Bruno Andrade,208000,2014-2015
Jason McCarthy,182000,2014-2015
Tom Lawrence,156000,2014-2015
Michael Doughty,182000,2014-2015
Alex Cisak,182000,2014-2015
Luke O&#39;Neill,169000,2014-2015
John Lundstram,156000,2014-2015
Raphael Spiegel,156000,2014-2015
Brendan Galloway,156000,2014-2015
Muhamed Besic,1300000,2014-2015
Ben Mee,624000,2014-2015
Brad Friedel,1300000,2014-2015
David Ospina,2860000,2014-2015
Ramires,3380000,2014-2015
Shaun Wright-Phillips,3380000,2014-2015
Jordan Henderson,3120000,2014-2015
Adnan Januzaj,3120000,2014-2015
Fabricio Coloccini,3120000,2014-2015
Gareth Barry,3120000,2014-2015
Aleksandar Kolarov,3092000,2014-2015
Tomas Rosicky,2912000,2014-2015
Alex Oxlade-Chamberlain,2866000,2014-2015
Kyle Walker,2860000,2014-2015
Aaron Lennon,2860000,2014-2015
Scott Sinclair,2860000,2014-2015
Mathieu Flamini,2860000,2014-2015
Chris Smalling,2860000,2014-2015
José Enrique,2860000,2014-2015
Rafael,3380000,2014-2015
Joey Barton,3380000,2014-2015
Mame Diouf,3380000,2014-2015
David de Gea,3640000,2014-2015
Philippe Coutinho,3900000,2014-2015
Nemanja Matic,3640000,2014-2015
Víctor Valdés,3640000,2014-2015
Jonny Evans,3640000,2014-2015
Leighton Baines,3640000,2014-2015
Dejan Lovren,3640000,2014-2015
Mathieu Debuchy,3640000,2014-2015
Mamadou Sakho,3380000,2014-2015
Martin Skrtel,3640000,2014-2015
Andy Carroll,3640000,2014-2015
Wojciech Szczesny,3640000,2014-2015
Kolo Touré,3640000,2014-2015
Paulinho,3380000,2014-2015
Christian Eriksen,3380000,2014-2015
Gastón Ramírez,2860000,2014-2015
Darren Fletcher,2704000,2014-2015
Jonas Olsson,2340000,2014-2015
Junior Hoilett,2704000,2014-2015
Phil Jagielka,2600000,2014-2015
Charles N&#39;Zogbia,2496000,2014-2015
Wes Brown,2444000,2014-2015
John O&#39;Shea,2444000,2014-2015
Bafétimbi Gomis,2444000,2014-2015
Abou Diaby,2408000,2014-2015
Kieran Gibbs,2392000,2014-2015
Nedum Onuoha,2340000,2014-2015
Alberto Moreno,2340000,2014-2015
Connor Wickham,2340000,2014-2015
Ryan Shawcross,2340000,2014-2015
Peter Crouch,2340000,2014-2015
Emre Can,2340000,2014-2015
Moussa Sissoko,2340000,2014-2015
Joleon Lescott,2340000,2014-2015
Gabriel Paulista,2600000,2014-2015
Steven Pienaar,2600000,2014-2015
Adam Johnson,2600000,2014-2015
Mousa Dembélé,2600000,2014-2015
Brown Ideye,2704000,2014-2015
Shay Given,2704000,2014-2015
Sandro,2600000,2014-2015
Étienne Capoue,2600000,2014-2015
Harry Kane,2600000,2014-2015
Michael Dawson,2600000,2014-2015
Phil Jones,2600000,2014-2015
Aiden McGeady,2600000,2014-2015
Ben Foster,2600000,2014-2015
Stewart Downing,2600000,2014-2015
Rickie Lambert,2600000,2014-2015
Fabian Delph,2600000,2014-2015
Shane Long,2600000,2014-2015
Kevin Nolan,2600000,2014-2015
Mikel Arteta,3900000,2014-2015
Daley Blind,3900000,2014-2015
Lucas Leiva,3900000,2014-2015
Lazar Markovic,3900000,2014-2015
Alex Song,7112000,2014-2015
Joe Hart,6760000,2014-2015
Daniel Sturridge,6760000,2014-2015
Ashley Young,6240000,2014-2015
Edin Dzeko,6240000,2014-2015
Danny Welbeck,5980000,2014-2015
Ander Herrera,5980000,2014-2015
Glen Johnson,5720000,2014-2015
Aaron Ramsey,5720000,2014-2015
Pablo Zabaleta,5720000,2014-2015
Luke Shaw,5720000,2014-2015
Marcos Rojo,5720000,2014-2015
Roberto Soldado,5460000,2014-2015
Mario Balotelli,5200000,2014-2015
Wilfried Bony,5200000,2014-2015
Mesut Özil,7280000,2014-2015
Alexis Sánchez,7280000,2014-2015
Steven Gerrard,7280000,2014-2015
John Terry,9100000,2014-2015
Joe Ledley,1300000,2014-2015
Falcao,14820000,2014-2015
Ángel Di María,13000000,2014-2015
Robin van Persie,10920000,2014-2015
Yaya Touré,9880000,2014-2015
Eden Hazard,9663000,2014-2015
Cesc Fàbregas,8917000,2014-2015
Samir Nasri,7800000,2014-2015
Juan Mata,8320000,2014-2015
David Silva,8320000,2014-2015
Sergio Agüero,8320000,2014-2015
Oscar,7800000,2014-2015
Diego Costa,7800000,2014-2015
Vincent Kompany,7800000,2014-2015
Fernando,5200000,2014-2015
Fernandinho,5200000,2014-2015
Eliaquim Mangala,5200000,2014-2015
Gary Cahill,4160000,2014-2015
Bacary Sagna,4160000,2014-2015
Branislav Ivanovic,4160000,2014-2015
Romelu Lukaku,4160000,2014-2015
César Azpilicueta,4160000,2014-2015
Loïc Rémy,4160000,2014-2015
Jack Wilshere,4160000,2014-2015
Filipe Luís,4160000,2014-2015
Juan Cuadrado,4420000,2014-2015
Martín Demichelis,4160000,2014-2015
Hugo Lloris,4160000,2014-2015
Didier Drogba,4160000,2014-2015
Erik Lamela,4160000,2014-2015
Adam Lallana,4160000,2014-2015
Toby Alderweireld,3938000,2014-2015
Jermain Defoe,4160000,2014-2015
Jesús Navas,4420000,2014-2015
Theo Walcott,5200000,2014-2015
Willian,4680000,2014-2015
Thibaut Courtois,5200000,2014-2015
Petr Cech,5200000,2014-2015
Emmanuel Adebayor,5200000,2014-2015
Michael Carrick,5200000,2014-2015
Gaël Clichy,4940000,2014-2015
Frank Lampard,4848000,2014-2015
Santi Cazorla,4680000,2014-2015
James Milner,4420000,2014-2015
Laurent Koscielny,4680000,2014-2015
Marouane Fellaini,4680000,2014-2015
Per Mertesacker,4680000,2014-2015
Olivier Giroud,4680000,2014-2015
Stevan Jovetic,4420000,2014-2015
Antonio Valencia,4420000,2014-2015
Simon Mignolet,2340000,2014-2015
Wayne Rooney,12220000,2014-2015
Joe Allen,2340000,2014-2015
Claudio Yacob,1560000,2014-2015
Alan Hutton,1560000,2014-2015
Robert Snodgrass,1560000,2014-2015
Carlton Cole,1560000,2014-2015
Andrej Kramaric,1560000,2014-2015
Cheikhou Kouyaté,1560000,2014-2015
David Nugent,1560000,2014-2015
Jamie Vardy,1560000,2014-2015
James Tomkins,1560000,2014-2015
Ryan Taylor,1560000,2014-2015
Jack Colback,1560000,2014-2015
Paul Konchesky,1560000,2014-2015
Emmanuel Rivière,1560000,2014-2015
Ben Davies,1560000,2014-2015
Benjamin Stambouli,1560000,2014-2015
Danny Rose,1560000,2014-2015
Mark Noble,1560000,2014-2015
Dame N&#39;Doye,1560000,2014-2015
Florin Gardos,1560000,2014-2015
Stephen Ireland,1690000,2014-2015
José Fonte,1768000,2014-2015
Morgan Schneiderlin,1768000,2014-2015
Steven Davis,1768000,2014-2015
Philipp Wollscheid,1739000,2014-2015
Jan Vertonghen,1739000,2014-2015
Sebastián Coates,1716000,2014-2015
Billy Jones,1664000,2014-2015
Brad Guzan,1560000,2014-2015
Kyle Naughton,1664000,2014-2015
Chris Brunt,1664000,2014-2015
Victor Anichebe,1664000,2014-2015
Phil Bardsley,1612000,2014-2015
Victor Moses,1560000,2014-2015
James Morrison,1560000,2014-2015
Ron Vlaar,1560000,2014-2015
Jores Okore,1560000,2014-2015
Darron Gibson,1820000,2014-2015
Francis Coquelin,1560000,2014-2015
Martin Kelly,1300000,2014-2015
Carlos Sánchez,1300000,2014-2015
Matty James,1300000,2014-2015
Chung-yong Lee,1300000,2014-2015
Winston Reid,1300000,2014-2015
Yannick Bolasie,1300000,2014-2015
Ritchie De Laet,1300000,2014-2015
Gabriel Obertan,1300000,2014-2015
Glenn Murray,1300000,2014-2015
Allan McGregor,1300000,2014-2015
Will Buckley,1300000,2014-2015
Ashley Williams,1300000,2014-2015
Tony Hibbert,1300000,2014-2015
Willy Caballero,2340000,2014-2015
James McArthur,1300000,2014-2015
Brad Jones,1300000,2014-2015
Gareth McAuley,1352000,2014-2015
Steven Naismith,1404000,2014-2015
Jordon Mutch,1456000,2014-2015
Asmir Begovic,1560000,2014-2015
Jonjo Shelvey,1555000,2014-2015
Niko Kranjcar,1488000,2014-2015
Carles Gil,1456000,2014-2015
Callum McManaman,1456000,2014-2015
Maya Yoshida,1456000,2014-2015
Marvin Emnes,1456000,2014-2015
Graham Dorrans,1404000,2014-2015
Craig Gardner,1456000,2014-2015
Carl Jenkinson,1433000,2014-2015
Geoff Cameron,1430000,2014-2015
Erik Pieters,1430000,2014-2015
Danny Graham,1430000,2014-2015
Nathaniel Clyne,1404000,2014-2015
Victor Wanyama,1768000,2014-2015
Guy Demel,1300000,2014-2015
James Collins,1820000,2014-2015
Leroy Fer,2080000,2014-2015
Tom Cleverley,2080000,2014-2015
Michel Vorm,2080000,2014-2015
Lukasz Fabianski,2080000,2014-2015
Mohamed Diamé,2080000,2014-2015
Marouane Chamakh,2080000,2014-2015
Arouna Koné,2080000,2014-2015
Ryan Bertrand,2080000,2014-2015
James McCarthy,2080000,2014-2015
Mauro Zárate,2080000,2014-2015
Kevin Mirallas,2080000,2014-2015
James Ward-Prowse,2080000,2014-2015
Leon Osman,2080000,2014-2015
Ross Barkley,2080000,2014-2015
Fraser Forster,2080000,2014-2015
Steven Caulker,2080000,2014-2015
Youssouf Mulumbu,2080000,2014-2015
Enner Valencia,2080000,2014-2015
Anders Lindegaard,2080000,2014-2015
Calum Chambers,2340000,2014-2015
Fabio Borini,1820000,2014-2015
Abel Hernández,2340000,2014-2015
Nikica Jelavic,2340000,2014-2015
Sylvain Distin,2340000,2014-2015
Sadio Mané,2340000,2014-2015
Jonás Gutiérrez,2340000,2014-2015
Nacer Chadli,2340000,2014-2015
Kurt Zouma,2080000,2014-2015
Wilson Palacios,2340000,2014-2015
Federico Fazio,2340000,2014-2015
Steve Sidwell,2210000,2014-2015
Esteban Cambiasso,2184000,2014-2015
Dusan Tadic,2184000,2014-2015
Eljero Elia,2087000,2014-2015
Rio Ferdinand,2080000,2014-2015
Lee Cattermole,2340000,2014-2015
Adel Taarabt,2080000,2014-2015
Peter Odemwingie,1820000,2014-2015
Wilfried Zaha,1820000,2014-2015
Raheem Sterling,1820000,2014-2015
Jack Cork,1820000,2014-2015
Matt Jarvis,1820000,2014-2015
Daryl Janmaat,1820000,2014-2015
Fraizer Campbell,1820000,2014-2015
Sebastian Larsson,1820000,2014-2015
Mark Schwarzer,1820000,2014-2015
Marko Arnautovic,1820000,2014-2015
Brede Hangeland,1820000,2014-2015
Mile Jedinak,1820000,2014-2015
Rémy Cabella,1820000,2014-2015
Marc Albrighton,1820000,2014-2015
Steven Taylor,2080000,2014-2015
Charlie Adam,1820000,2014-2015
Kasper Schmeichel,1820000,2014-2015
Tom Huddlestone,1820000,2014-2015
Jack Rodwell,1924000,2014-2015
Steven Fletcher,2028000,2014-2015
Yoan Gouffran,1820000,2014-2015
Andros Townsend,2002000,2014-2015
Tim Howard,1976000,2014-2015
Seamus Coleman,1976000,2014-2015
Robert Huth,1950000,2014-2015
Siem de Jong,1820000,2014-2015
Graziano Pellè,1924000,2014-2015
Tim Krul,1820000,2014-2015
Christian Benteke,1898000,2014-2015
Emanuele Giaccherini,1820000,2014-2015
Vurnon Anita,1820000,2014-2015
Federico Fernández,1872000,2014-2015
Mauricio Isla,1826000,2014-2015
Jack Butland,650000,2013-2014
Zoltán Gera,728000,2013-2014
David Stockdale,780000,2013-2014
Jonathan Parr,780000,2013-2014
Jordi Amat,728000,2013-2014
Andrew Taylor,728000,2013-2014
Paulo Gazzaniga,728000,2013-2014
Joe Bennett,650000,2013-2014
Ben Turner,728000,2013-2014
Antonio Luna,780000,2013-2014
Matej Vydra,727000,2013-2014
Álvaro Vázquez,725000,2013-2014
Roland Lamah,685000,2013-2014
Yannick Bolasie,676000,2013-2014
David Fox,728000,2013-2014
Luciano Becchio,780000,2013-2014
Steven Whittaker,780000,2013-2014
Glenn Whelan,780000,2013-2014
Jonathan Walters,780000,2013-2014
Ryan Shotton,650000,2013-2014
Alexander Tettey,780000,2013-2014
Anthony Pilkington,780000,2013-2014
Tommy Smith,780000,2013-2014
Mark Hudson,780000,2013-2014
Elsad Zverotic,780000,2013-2014
Brad Guzan,780000,2013-2014
Aron Gunnarsson,780000,2013-2014
Yacouba Sylla,780000,2013-2014
Nicklas Helenius,780000,2013-2014
Brek Shea,780000,2013-2014
Andy Wilkinson,780000,2013-2014
Jack Collison,780000,2013-2014
Geoff Cameron,780000,2013-2014
Jordon Mutch,520000,2013-2014
Joe Mason,624000,2013-2014
Gerhard Tremmel,520000,2013-2014
Mark Bunn,520000,2013-2014
Danny Gabbidon,520000,2013-2014
Damien Delaney,520000,2013-2014
Jed Steer,520000,2013-2014
Dwight Tiendalli,520000,2013-2014
Garry Monk,520000,2013-2014
Liam Rosenior,520000,2013-2014
Vito Mannone,520000,2013-2014
Ben Amos,520000,2013-2014
Robbie Brady,520000,2013-2014
Stephen Quinn,520000,2013-2014
John Stones,520000,2013-2014
Serge Gnabry,520000,2013-2014
Nabil Bentaleb,520000,2013-2014
Dean Moxey,520000,2013-2014
Jo Inge Berget,520000,2013-2014
Adlène Guédioura,624000,2013-2014
Gabriel Obertan,598000,2013-2014
Owen Garvan,624000,2013-2014
Alex Bruce,624000,2013-2014
Matty Fryatt,624000,2013-2014
Mike Williamson,624000,2013-2014
Ryan Bennett,624000,2013-2014
Alejandro Pozuelo,624000,2013-2014
Emiliano Viviano,592000,2013-2014
Kagisho Dikgacoi,520000,2013-2014
Ross Barkley,574000,2013-2014
Alexander Kacaniklic,572000,2013-2014
Ben Davies,572000,2013-2014
Leroy Lita,572000,2013-2014
Craig Dawson,546000,2013-2014
Apostolos Vellios,538000,2013-2014
Ravel Morrison,780000,2013-2014
Liam Ridgewell,1014000,2013-2014
Adrian Mariappa,780000,2013-2014
Barry Bannan,780000,2013-2014
Ángel Rangel,1040000,2013-2014
Yaya Sanogo,1040000,2013-2014
Jussi Jääskeläinen,1040000,2013-2014
Wayne Hennessey,1040000,2013-2014
Jason Puncheon,1040000,2013-2014
Lukasz Fabianski,1040000,2013-2014
Luis Alberto,1040000,2013-2014
Robert Snodgrass,1040000,2013-2014
Russell Martin,1040000,2013-2014
Michael Turner,1040000,2013-2014
Ciaran Clark,1040000,2013-2014
Grant Holt,1040000,2013-2014
Adrián,1040000,2013-2014
Alexander Büttner,1040000,2013-2014
Karim El Ahmadi,1040000,2013-2014
Cameron Jerome,1040000,2013-2014
Stephen Henderson,1040000,2013-2014
Tomas Kalas,1040000,2013-2014
Elliott Bennett,1040000,2013-2014
Leon Britton,1144000,2013-2014
Don Cowie,468000,2013-2014
Marcos Alonso,1099000,2013-2014
Oussama Assaidi,1092000,2013-2014
James Morrison,1066000,2013-2014
William Kvist,1055000,2013-2014
Kévin Théophile-Catherine,1040000,2013-2014
Nathan Aké,1040000,2013-2014
Peter Whittingham,1040000,2013-2014
Paul McShane,1040000,2013-2014
Kyle Naughton,1040000,2013-2014
Costel Pantilimon,1040000,2013-2014
Seamus Coleman,1040000,2013-2014
Wayne Routledge,1040000,2013-2014
Marc Albrighton,1040000,2013-2014
Saido Berahino,1040000,2013-2014
Dan Gosling,1040000,2013-2014
Julián Speroni,832000,2013-2014
Sone Aluko,832000,2013-2014
Robert Koren,832000,2013-2014
Andros Townsend,832000,2013-2014
David Meyler,832000,2013-2014
James Chester,832000,2013-2014
Craig Noone,832000,2013-2014
George Boyd,832000,2013-2014
Steve Harper,832000,2013-2014
Mile Jedinak,832000,2013-2014
Billy Jones,832000,2013-2014
Yannick Sagbo,832000,2013-2014
Nathan Redmond,780000,2013-2014
Jerome Thomas,780000,2013-2014
Magaye Gueye,780000,2013-2014
Ricardo Vaz Tê,832000,2013-2014
Dwight Gayle,832000,2013-2014
Javier Garrido,1040000,2013-2014
Glenn Murray,910000,2013-2014
Bradley Johnson,988000,2013-2014
Martin Olsson,988000,2013-2014
Kelvin Davis,936000,2013-2014
James Ward-Prowse,936000,2013-2014
Jos Hooiveld,936000,2013-2014
Pajtim Kasami,936000,2013-2014
Nathan Baker,910000,2013-2014
Boaz Myhill,858000,2013-2014
Ashley Westwood,910000,2013-2014
Nathan Dyer,884000,2013-2014
Neil Taylor,884000,2013-2014
Matthew Connolly,884000,2013-2014
Marc Wilson,884000,2013-2014
Chico,884000,2013-2014
Abdul Razak,505000,2013-2014
Lee Lucas,78000,2013-2014
Danny Rose,468000,2013-2014
Quade Taylor,39000,2013-2014
Sean Maguire,52000,2013-2014
Jerome Binnom-Williams,42000,2013-2014
Mason Springthorpe,42000,2013-2014
Calaum Jahraldo-Martin,42000,2013-2014
Cameron Gayle,39000,2013-2014
Jesse Joronen,39000,2013-2014
Kemar Roofe,39000,2013-2014
Matthias Fanimo,52000,2013-2014
Gregor Zabret,39000,2013-2014
Charlie Ward,39000,2013-2014
Cauley Woodrow,36000,2013-2014
Raphael Spiegel,35000,2013-2014
Omar Rowe,31000,2013-2014
Harrison Reed,31000,2013-2014
Isaac Hayden,52000,2013-2014
Blair Turgott,52000,2013-2014
Dominic Ball,26000,2013-2014
Jak Alnwick,62000,2013-2014
Janoi Donacien,78000,2013-2014
Conor Henderson,78000,2013-2014
Neil Etheridge,78000,2013-2014
Zeki Fryers,78000,2013-2014
Daniel Bachmann,62000,2013-2014
Remie Streete,62000,2013-2014
James Wilson,52000,2013-2014
Liam O&#39;Neil,52000,2013-2014
Tom Lawrence,52000,2013-2014
Josh Passley,52000,2013-2014
Tyias Browning,52000,2013-2014
Lucas Dawson,52000,2013-2014
Kyle De Silva,52000,2013-2014
Milos Veljkovic,52000,2013-2014
Rhys Healey,26000,2013-2014
Callum Driver,26000,2013-2014
Ange-Freddy Plumain,78000,2013-2014
Harry Winks,20800,2013-2014
Jason McCarthy,20800,2013-2014
Sam Gallagher,20800,2013-2014
Jamar Loza,20800,2013-2014
Connor Ogilvie,20800,2013-2014
Adel Gafaiti,20800,2013-2014
Adam Armstrong,20800,2013-2014
Patrick Roberts,20800,2013-2014
Sam McQueen,20800,2013-2014
Jordan Rossiter,20800,2013-2014
Ryan Ledson,20800,2013-2014
George Williams,20800,2013-2014
Leo Chambers,20800,2013-2014
Hiram Boateng,20800,2013-2014
Steven Reid,1144000,2013-2014
Reece Burke,20800,2013-2014
Muamer Tankovic,20800,2013-2014
Joel Dixon,26000,2013-2014
Ross Fitzsimons,26000,2013-2014
Dylan Tombides,26000,2013-2014
Jake Sinclair,26000,2013-2014
Josh Pritchard,26000,2013-2014
Ryan Inniss,26000,2013-2014
Liam Agnew,26000,2013-2014
Matthew Fletcher,26000,2013-2014
Alex Wynter,26000,2013-2014
Brad Smith,20800,2013-2014
Laste Dombaxe,26000,2013-2014
Adedeji Oshilaja,26000,2013-2014
Matthew Briggs,23000,2013-2014
Elliot Lee,21000,2013-2014
Lubomir Satka,20800,2013-2014
Reece Hall-Johnson,20800,2013-2014
Cody Cropper,78000,2013-2014
Jordan Pickford,78000,2013-2014
Gerard Deulofeu,462000,2013-2014
Joel Ward,286000,2013-2014
Joe Dudgeon,312000,2013-2014
Ryan Tunnicliffe,312000,2013-2014
Goran Popov,306000,2013-2014
Chris Herd,286000,2013-2014
Gary Gardner,286000,2013-2014
Jake Livermore,286000,2013-2014
Jaanai Gordon,260000,2013-2014
Ondrej Celustka,348000,2013-2014
Neil Alexander,260000,2013-2014
