name,annual_gross_gbp,season
Ashley Westwood,1560000,2015-16
Odion Ighalo,1560000,2015-16
Jonathan Walters,1560000,2015-16
Jeffrey Schlupp,1560000,2015-16
Brede Hangeland,1560000,2015-16
Jefferson Montero,1560000,2015-16
Florin Gardos,1560000,2015-16
John Stones,1560000,2015-16
Jores Okore,1560000,2015-16
Timm Klose,1560000,2015-16
Joel Campbell,1560000,2015-16
Matt Jarvis,1560000,2015-16
Pape Souaré,1560000,2015-16
Jordan Amavi,1560000,2015-16
Andrej Kramaric,1560000,2015-16
Francis Coquelin,1560000,2015-16
Victor Moses,1560000,2015-16
Ben Davies,1560000,2015-16
Lewis Grabban,1508000,2015-16
Maarten Stekelenburg,1482000,2015-16
Ola Toivonen,1457000,2015-16
Craig Gardner,1456000,2015-16
Jordan Veretout,1456000,2015-16
Maya Yoshida,1456000,2015-16
Glenn Murray,1456000,2015-16
Jordon Mutch,1456000,2015-16
Carles Gil,1456000,2015-16
Callum McManaman,1456000,2015-16
Graham Dorrans,1404000,2015-16
Benik Afobe,1404000,2015-16
Dwight Gayle,1352000,2015-16
Gareth McAuley,1352000,2015-16
Tony Hibbert,1300000,2015-16
Tiago Ilori,1300000,2015-16
Kenedy,1300000,2015-16
Chung-yong Lee,1300000,2015-16
Joe Ledley,1300000,2015-16
Julián Speroni,1300000,2015-16
Martin Kelly,1300000,2015-16
Muhamed Besic,1300000,2015-16
Andy King,1300000,2015-16
Russell Martin,1300000,2015-16
Danny Drinkwater,1300000,2015-16
Danny Simpson,1300000,2015-16
Matty James,1300000,2015-16
Divock Origi,1300000,2015-16
Alexander Tettey,1300000,2015-16
Cameron Jerome,1300000,2015-16
Martin Olsson,1300000,2015-16
Leandro Bacuna,1300000,2015-16
Miguel Britos,1300000,2015-16
Nathan Redmond,1300000,2015-16
Glenn Whelan,1300000,2015-16
Marc Muniesa,1300000,2015-16
Adam Matthews,1300000,2015-16
Costel Pantilimon,1300000,2015-16
Patrick van Aanholt,1300000,2015-16
Craig Dawson,1300000,2015-16
James McClean,1300000,2015-16
Saido Berahino,1300000,2015-16
Joey O&#39;Brien,1300000,2015-16
Michail Antonio,1300000,2015-16
Sam Byram,1300000,2015-16
Bryan Oviedo,1258000,2015-16
Aly Cissokho,1248000,2015-16
Valentin Roberge,1222000,2015-16
Andre Wisdom,1196000,2015-16
Cristian Gamboa,1196000,2015-16
Max Gradel,1196000,2015-16
Vito Mannone,1170000,2015-16
Kieran Richardson,1170000,2015-16
Adama Traoré,1170000,2015-16
Kristoffer Nordfeldt,1144000,2015-16
Ikechi Anya,1144000,2015-16
Steven Berghuis,1144000,2015-16
Alberto Paloschi,1144000,2015-16
Marvin Emnes,1144000,2015-16
Paddy McNair,1144000,2015-16
Serge Gnabry,1040000,2015-16
Zeki Fryers,1040000,2015-16
Ryan Bennett,1040000,2015-16
Robbie Brady,1040000,2015-16
Damien Delaney,1040000,2015-16
Steven Whittaker,1040000,2015-16
Kyle Lafferty,1040000,2015-16
Sébastien Pocognoli,1040000,2015-16
Leonardo Ulloa,1040000,2015-16
Wayne Hennessey,1040000,2015-16
Dele Alli,1040000,2015-16
Shay Given,1040000,2015-16
Rob Elliot,1040000,2015-16
Duncan Watmore,1040000,2015-16
Nathan Aké,1040000,2015-16
Demarai Gray,1040000,2015-16
Jordan Pickford,1040000,2015-16
Sebastian Prödl,1040000,2015-16
Diafra Sakho,1040000,2015-16
Ayoze Pérez,1040000,2015-16
Andreas Pereira,1040000,2015-16
Harry Arter,1040000,2015-16
Ryan Mason,1040000,2015-16
Liam Moore,1040000,2015-16
Jack Butland,1040000,2015-16
Gary O&#39;Neil,1040000,2015-16
Daniel Amartey,1040000,2015-16
Cuco Martina,1040000,2015-16
Alex Pritchard,1040000,2015-16
Joel Robles,1040000,2015-16
Tommy Elphick,1040000,2015-16
Patrick Bamford,1040000,2015-16
Marcin Wasilewski,1040000,2015-16
Almen Abdi,988000,2015-16
Boaz Myhill,962000,2015-16
Matt Ritchie,936000,2015-16
Tony Andreu,936000,2015-16
Paulo Gazzaniga,936000,2015-16
Wes Morgan,910000,2015-16
Mark Bunn,910000,2015-16
Ben Watson,884000,2015-16
Andrew Surman,884000,2015-16
Allan Nyom,884000,2015-16
Kevin Stewart,832000,2015-16
Kelvin Davis,832000,2015-16
Tommie Hoban,832000,2015-16
Tyrone Mings,832000,2015-16
Simon Francis,780000,2015-16
Modou Barrow,780000,2015-16
DeAndre Yedlin,780000,2015-16
Callum Wilson,780000,2015-16
Kyle Bartley,780000,2015-16
Adam Smith,780000,2015-16
Heurelho Gomes,780000,2015-16
Joel Ekstrand,780000,2015-16
Juan Carlos Paredes,780000,2015-16
Guillermo Varela,780000,2015-16
Jack Grealish,780000,2015-16
Bertrand Traoré,780000,2015-16
Matt Miazga,780000,2015-16
Paul Dummett,780000,2015-16
Karl Darlow,780000,2015-16
Jamaal Lascelles,780000,2015-16
Brendan Galloway,780000,2015-16
Doneil Henry,780000,2015-16
Ivo Pinto,702000,2015-16
Charlie Daniels,676000,2015-16
Craig Cathcart,676000,2015-16
Steve Cook,676000,2015-16
Joshua King,676000,2015-16
Declan Rudd,676000,2015-16
Rhoys Wiggins,650000,2015-16
Adlène Guédioura,624000,2015-16
Jay Fulton,624000,2015-16
Felipe Mattioni,624000,2015-16
Dan Gosling,624000,2015-16
Curtis Good,624000,2015-16
Marco Amelia,557000,2015-16
Obbi Oulare,557000,2015-16
Leandro Rodríguez,520000,2015-16
Junior Stanislas,520000,2015-16
Matt Grimes,520000,2015-16
Sam Gallagher,520000,2015-16
Brandon Barker,520000,2015-16
Harry Winks,520000,2015-16
Jesse Lingard,520000,2015-16
João Carlos Teixeira,520000,2015-16
Joe Gomez,520000,2015-16
Kelechi Iheanacho,520000,2015-16
Will Keane,520000,2015-16
Stéphane Zubar,520000,2015-16
Jack Stephens,520000,2015-16
Steve Harper,520000,2015-16
Harrison Reed,520000,2015-16
Jakob Haugaard,520000,2015-16
Tom Carroll,520000,2015-16
Jake Kean,520000,2015-16
Marc Pugh,468000,2015-16
Eunan O&#39;Kane,468000,2015-16
Ruben Loftus-Cheek,442000,2015-16
Stephen Hendrie,416000,2015-16
Tokelo Rantie,416000,2015-16
Ben Hamer,416000,2015-16
Sam Johnstone,416000,2015-16
Kenji Gorré,416000,2015-16
Richard Wright,416000,2015-16
Jamal Blackman,416000,2015-16
Sean Murray,390000,2015-16
Mason Holgate,390000,2015-16
Shaun MacDonald,364000,2015-16
David Faupala,319000,2015-16
Darren Randolph,312000,2015-16
Tammy Abraham,312000,2015-16
Benjamin Siegrist,286000,2015-16
Tyias Browning,260000,2015-16
Marcus Rashford,260000,2015-16
Joel Pereira,260000,2015-16
Liam Shephard,260000,2015-16
Ivan Toney,260000,2015-16
Tosin Adarabioyo,260000,2015-16
Kyle Walker-Peters,260000,2015-16
Dionatan Teixeira,260000,2015-16
Luke McGee,260000,2015-16
Sean Goss,260000,2015-16
Aleix García,260000,2015-16
Rolando Aarons,260000,2015-16
Kasey Palmer,260000,2015-16
Rees Greenwood,208000,2015-16
Raphael Spiegel,208000,2015-16
Brad Smith,208000,2015-16
Ryan Seager,208000,2015-16
Danny Ward,182000,2015-16
Josh Vickers,182000,2015-16
Sheyi Ojo,156000,2015-16
James Weir,156000,2015-16
Jordan Brown,156000,2015-16
Stephen Kingsley,156000,2015-16
Tom Davies,156000,2015-16
Ola Aina,130000,2015-16
Matthew Pennington,130000,2015-16
Alex Iwobi,104000,2015-16
Jerell Sellars,104000,2015-16
Ismaël Bennacer,104000,2015-16
Jack Rose,104000,2015-16
Cameron Brannagan,104000,2015-16
Bradley Watkins,104000,2015-16
Joe Rothwell,104000,2015-16
Connor Randall,104000,2015-16
Bersant Celina,104000,2015-16
Rene Gilmartin,96000,2015-16
George Glendon,78000,2015-16
Freddie Woodman,78000,2015-16
Jerome Sinclair,78000,2015-16
Pedro Chirivella,78000,2015-16
George Waring,78000,2015-16
Jake Clarke-Salter,78000,2015-16
Kevin Toner,78000,2015-16
Jordan Rossiter,78000,2015-16
Jordan Lyden,78000,2015-16
Ryan Kent,78000,2015-16
Joe Maguire,78000,2015-16
George Dobson,78000,2015-16
Donald Love,78000,2015-16
Hiram Boateng,68000,2015-16
Angeliño,62400,2015-16
Sullay Kaikai,62000,2015-16
Kevin Mbabu,62000,2015-16
Daniel Bachmann,62000,2015-16
Kwesi Appiah,62000,2015-16
Jindrich Stanek,52000,2015-16
Luke Brattan,52000,2015-16
Djair Parfitt-Williams,52000,2015-16
Luke Croll,52000,2015-16
Matt Macey,52000,2015-16
Alex Pike,52000,2015-16
Charlie Colkett,52000,2015-16
Cameron Borthwick-Jackson,52000,2015-16
Remi Matthews,52000,2015-16
Dean Henderson,52000,2015-16
Josh Wakefield,47000,2015-16
Callum Connolly,47000,2015-16
Kieran Dowell,47000,2015-16
Connor Dymond,42000,2015-16
Jonjoe Kenny,42000,2015-16
George Honeyman,42000,2015-16
Joe Rodon,39000,2015-16
Daniel James,39000,2015-16
Joe Riley,39000,2015-16
Leo Chambers,39000,2015-16
Jacob Blyth,39000,2015-16
Jonny Maddison,39000,2015-16
Lewis Page,36000,2015-16
Amos Nasha,34000,2015-16
Josh Cullen,31000,2015-16
Nathan Mavila,31000,2015-16
Oliver Shenton,26000,2015-16
Lynden Gooch,26000,2015-16
Shaun Donnellan,26000,2015-16
Jordan Green,26000,2015-16
Callum Williams,26000,2015-16
Niall Mason,26000,2015-16
James Horsfield,26000,2015-16
Jamie Sterry,26000,2015-16
Tom Beadling,26000,2015-16
Matt Butcher,21000,2015-16
Callum Buckley,21000,2015-16
Joe Ward,20800,2015-16
Jordan Holmes,20800,2015-16
Keinan Davis,20800,2015-16
Marcus Browne,20800,2015-16
Cameron Carter-Vickers,20800,2015-16
Joe Quigley,20800,2015-16
Easah Suliman,20800,2015-16
Jonathan Leko,20800,2015-16
Josh Pask,20800,2015-16
Liam Gibson,20800,2015-16
Regan Poole,20800,2015-16
Sam Surridge,20800,2015-16
Tyler Roberts,20800,2015-16
Andre Green,20800,2015-16
Jordan Lee,20800,2015-16
Ben Chilwell,20800,2015-16
Rushian Hepburn-Murphy,20800,2015-16
Ro-Shaun Williams,20800,2015-16
Fikayo Tomori,20800,2015-16
Corey Blackett-Taylor,20800,2015-16
Jack Simpson,20800,2015-16
Kyle Edwards,20800,2015-16
Manu García,20800,2015-16
Reece Oxford,20800,2015-16
Sam Field,20800,2015-16
Conor Masterson,20800,2015-16
Josh Robson,20800,2015-16
Chris Willock,20800,2015-16
Timothy Fosu-Mensah,20800,2015-16
Axel Tuanzebe,20800,2015-16
Krystian Bielik,20800,2015-16
Corey Jordan,20800,2015-16
Cameron Humphreys,20800,2015-16
Sam Howes,20800,2015-16
Marius Adamonis,20800,2015-16
Luke Dreher,20800,2015-16
Ben Sheaf,20800,2015-16
Olufela Olomola,20800,2015-16
Falcao,14820000,2014-15
Ángel Di María,13000000,2014-15
Wayne Rooney,12220000,2014-15
Robin van Persie,10920000,2014-15
Yaya Touré,9880000,2014-15
Eden Hazard,9663000,2014-15
John Terry,9100000,2014-15
Cesc Fàbregas,8917000,2014-15
Juan Mata,8320000,2014-15
David Silva,8320000,2014-15
Sergio Agüero,8320000,2014-15
Samir Nasri,7800000,2014-15
Oscar,7800000,2014-15
Diego Costa,7800000,2014-15
Vincent Kompany,7800000,2014-15
Mesut Özil,7280000,2014-15
Alexis Sánchez,7280000,2014-15
Steven Gerrard,7280000,2014-15
Alex Song,7112000,2014-15
Joe Hart,6760000,2014-15
Daniel Sturridge,6760000,2014-15
Ashley Young,6240000,2014-15
Edin Dzeko,6240000,2014-15
Danny Welbeck,5980000,2014-15
Ander Herrera,5980000,2014-15
Glen Johnson,5720000,2014-15
Aaron Ramsey,5720000,2014-15
Pablo Zabaleta,5720000,2014-15
Luke Shaw,5720000,2014-15
Marcos Rojo,5720000,2014-15
Roberto Soldado,5460000,2014-15
Mario Balotelli,5200000,2014-15
Wilfried Bony,5200000,2014-15
Fernando,5200000,2014-15
Fernandinho,5200000,2014-15
Eliaquim Mangala,5200000,2014-15
Theo Walcott,5200000,2014-15
Thibaut Courtois,5200000,2014-15
Petr Cech,5200000,2014-15
Emmanuel Adebayor,5200000,2014-15
Michael Carrick,5200000,2014-15
Gaël Clichy,4940000,2014-15
Frank Lampard,4848000,2014-15
Willian,4680000,2014-15
Santi Cazorla,4680000,2014-15
Laurent Koscielny,4680000,2014-15
Marouane Fellaini,4680000,2014-15
Per Mertesacker,4680000,2014-15
Olivier Giroud,4680000,2014-15
Juan Cuadrado,4420000,2014-15
Jesús Navas,4420000,2014-15
James Milner,4420000,2014-15
Stevan Jovetic,4420000,2014-15
Antonio Valencia,4420000,2014-15
Gary Cahill,4160000,2014-15
Bacary Sagna,4160000,2014-15
Branislav Ivanovic,4160000,2014-15
Romelu Lukaku,4160000,2014-15
César Azpilicueta,4160000,2014-15
Loïc Rémy,4160000,2014-15
Jack Wilshere,4160000,2014-15
Filipe Luís,4160000,2014-15
Martín Demichelis,4160000,2014-15
Hugo Lloris,4160000,2014-15
Didier Drogba,4160000,2014-15
Erik Lamela,4160000,2014-15
Adam Lallana,4160000,2014-15
Jermain Defoe,4160000,2014-15
Toby Alderweireld,3938000,2014-15
Philippe Coutinho,3900000,2014-15
Mikel Arteta,3900000,2014-15
Daley Blind,3900000,2014-15
Lucas Leiva,3900000,2014-15
Lazar Markovic,3900000,2014-15
David de Gea,3640000,2014-15
Nemanja Matic,3640000,2014-15
Víctor Valdés,3640000,2014-15
Jonny Evans,3640000,2014-15
Leighton Baines,3640000,2014-15
Dejan Lovren,3640000,2014-15
Mathieu Debuchy,3640000,2014-15
Martin Skrtel,3640000,2014-15
Andy Carroll,3640000,2014-15
Wojciech Szczesny,3640000,2014-15
Kolo Touré,3640000,2014-15
Ramires,3380000,2014-15
Shaun Wright-Phillips,3380000,2014-15
Rafael,3380000,2014-15
Joey Barton,3380000,2014-15
Mame Diouf,3380000,2014-15
Mamadou Sakho,3380000,2014-15
Paulinho,3380000,2014-15
Christian Eriksen,3380000,2014-15
Jordan Henderson,3120000,2014-15
Adnan Januzaj,3120000,2014-15
Fabricio Coloccini,3120000,2014-15
Gareth Barry,3120000,2014-15
Aleksandar Kolarov,3092000,2014-15
Tomas Rosicky,2912000,2014-15
Alex Oxlade-Chamberlain,2866000,2014-15
David Ospina,2860000,2014-15
Kyle Walker,2860000,2014-15
Aaron Lennon,2860000,2014-15
Scott Sinclair,2860000,2014-15
Mathieu Flamini,2860000,2014-15
Chris Smalling,2860000,2014-15
José Enrique,2860000,2014-15
Gastón Ramírez,2860000,2014-15
Darren Fletcher,2704000,2014-15
Junior Hoilett,2704000,2014-15
Brown Ideye,2704000,2014-15
Shay Given,2704000,2014-15
Phil Jagielka,2600000,2014-15
Gabriel Paulista,2600000,2014-15
Steven Pienaar,2600000,2014-15
Adam Johnson,2600000,2014-15
Mousa Dembélé,2600000,2014-15
Sandro,2600000,2014-15
Étienne Capoue,2600000,2014-15
Harry Kane,2600000,2014-15
Michael Dawson,2600000,2014-15
Phil Jones,2600000,2014-15
Aiden McGeady,2600000,2014-15
Ben Foster,2600000,2014-15
Stewart Downing,2600000,2014-15
Rickie Lambert,2600000,2014-15
Fabian Delph,2600000,2014-15
Shane Long,2600000,2014-15
Kevin Nolan,2600000,2014-15
Charles N&#39;Zogbia,2496000,2014-15
Wes Brown,2444000,2014-15
John O&#39;Shea,2444000,2014-15
Bafétimbi Gomis,2444000,2014-15
Abou Diaby,2408000,2014-15
Kieran Gibbs,2392000,2014-15
Jonas Olsson,2340000,2014-15
Nedum Onuoha,2340000,2014-15
Alberto Moreno,2340000,2014-15
Connor Wickham,2340000,2014-15
Ryan Shawcross,2340000,2014-15
Peter Crouch,2340000,2014-15
Emre Can,2340000,2014-15
Moussa Sissoko,2340000,2014-15
Joleon Lescott,2340000,2014-15
Simon Mignolet,2340000,2014-15
Joe Allen,2340000,2014-15
Willy Caballero,2340000,2014-15
Calum Chambers,2340000,2014-15
Abel Hernández,2340000,2014-15
Nikica Jelavic,2340000,2014-15
Sylvain Distin,2340000,2014-15
Sadio Mané,2340000,2014-15
Jonás Gutiérrez,2340000,2014-15
Nacer Chadli,2340000,2014-15
Wilson Palacios,2340000,2014-15
Federico Fazio,2340000,2014-15
Lee Cattermole,2340000,2014-15
Steve Sidwell,2210000,2014-15
Esteban Cambiasso,2184000,2014-15
Dusan Tadic,2184000,2014-15
Eljero Elia,2087000,2014-15
Leroy Fer,2080000,2014-15
Tom Cleverley,2080000,2014-15
Michel Vorm,2080000,2014-15
Lukasz Fabianski,2080000,2014-15
Mohamed Diamé,2080000,2014-15
Marouane Chamakh,2080000,2014-15
Arouna Koné,2080000,2014-15
Ryan Bertrand,2080000,2014-15
James McCarthy,2080000,2014-15
Mauro Zárate,2080000,2014-15
Kevin Mirallas,2080000,2014-15
James Ward-Prowse,2080000,2014-15
Leon Osman,2080000,2014-15
Ross Barkley,2080000,2014-15
Fraser Forster,2080000,2014-15
Steven Caulker,2080000,2014-15
Youssouf Mulumbu,2080000,2014-15
Enner Valencia,2080000,2014-15
Anders Lindegaard,2080000,2014-15
Kurt Zouma,2080000,2014-15
Rio Ferdinand,2080000,2014-15
Adel Taarabt,2080000,2014-15
Steven Taylor,2080000,2014-15
Steven Fletcher,2028000,2014-15
Andros Townsend,2002000,2014-15
Tim Howard,1976000,2014-15
Seamus Coleman,1976000,2014-15
Robert Huth,1950000,2014-15
Jack Rodwell,1924000,2014-15
Graziano Pellè,1924000,2014-15
Christian Benteke,1898000,2014-15
Federico Fernández,1872000,2014-15
Mauricio Isla,1826000,2014-15
Darron Gibson,1820000,2014-15
James Collins,1820000,2014-15
Fabio Borini,1820000,2014-15
Peter Odemwingie,1820000,2014-15
Wilfried Zaha,1820000,2014-15
Raheem Sterling,1820000,2014-15
Jack Cork,1820000,2014-15
Matt Jarvis,1820000,2014-15
Daryl Janmaat,1820000,2014-15
Fraizer Campbell,1820000,2014-15
Sebastian Larsson,1820000,2014-15
Mark Schwarzer,1820000,2014-15
Marko Arnautovic,1820000,2014-15
Brede Hangeland,1820000,2014-15
Mile Jedinak,1820000,2014-15
Rémy Cabella,1820000,2014-15
Marc Albrighton,1820000,2014-15
Charlie Adam,1820000,2014-15
Kasper Schmeichel,1820000,2014-15
Tom Huddlestone,1820000,2014-15
Yoan Gouffran,1820000,2014-15
Siem de Jong,1820000,2014-15
Tim Krul,1820000,2014-15
Emanuele Giaccherini,1820000,2014-15
Vurnon Anita,1820000,2014-15
José Fonte,1768000,2014-15
Morgan Schneiderlin,1768000,2014-15
Steven Davis,1768000,2014-15
Victor Wanyama,1768000,2014-15
Philipp Wollscheid,1739000,2014-15
Jan Vertonghen,1739000,2014-15
Sebastián Coates,1716000,2014-15
Stephen Ireland,1690000,2014-15
Billy Jones,1664000,2014-15
Kyle Naughton,1664000,2014-15
Chris Brunt,1664000,2014-15
Victor Anichebe,1664000,2014-15
Phil Bardsley,1612000,2014-15
Claudio Yacob,1560000,2014-15
Alan Hutton,1560000,2014-15
Robert Snodgrass,1560000,2014-15
Carlton Cole,1560000,2014-15
Andrej Kramaric,1560000,2014-15
Cheikhou Kouyaté,1560000,2014-15
David Nugent,1560000,2014-15
Jamie Vardy,1560000,2014-15
James Tomkins,1560000,2014-15
Ryan Taylor,1560000,2014-15
Jack Colback,1560000,2014-15
Paul Konchesky,1560000,2014-15
Emmanuel Rivière,1560000,2014-15
Ben Davies,1560000,2014-15
Benjamin Stambouli,1560000,2014-15
Danny Rose,1560000,2014-15
Mark Noble,1560000,2014-15
Dame N&#39;Doye,1560000,2014-15
Florin Gardos,1560000,2014-15
Brad Guzan,1560000,2014-15
Victor Moses,1560000,2014-15
James Morrison,1560000,2014-15
Ron Vlaar,1560000,2014-15
Jores Okore,1560000,2014-15
Francis Coquelin,1560000,2014-15
Asmir Begovic,1560000,2014-15
Jonjo Shelvey,1555000,2014-15
Niko Kranjcar,1488000,2014-15
Jordon Mutch,1456000,2014-15
Carles Gil,1456000,2014-15
Callum McManaman,1456000,2014-15
Maya Yoshida,1456000,2014-15
Marvin Emnes,1456000,2014-15
Craig Gardner,1456000,2014-15
Carl Jenkinson,1433000,2014-15
Geoff Cameron,1430000,2014-15
Erik Pieters,1430000,2014-15
Danny Graham,1430000,2014-15
Steven Naismith,1404000,2014-15
Graham Dorrans,1404000,2014-15
Nathaniel Clyne,1404000,2014-15
Gareth McAuley,1352000,2014-15
Marc Muniesa,1300000,2014-15
Vlad Chiriches,1300000,2014-15
Saido Berahino,1300000,2014-15
Craig Dawson,1300000,2014-15
Danny Simpson,1300000,2014-15
Morgan Amalfitano,1300000,2014-15
Andy King,1300000,2014-15
Joey O&#39;Brien,1300000,2014-15
Bobby Zamora,1300000,2014-15
Patrick van Aanholt,1300000,2014-15
Scott Dann,1300000,2014-15
Danny Drinkwater,1300000,2014-15
Santiago Vergini,1300000,2014-15
Antolín Alcaraz,1300000,2014-15
Muhamed Besic,1300000,2014-15
Brad Friedel,1300000,2014-15
Joe Ledley,1300000,2014-15
Martin Kelly,1300000,2014-15
Carlos Sánchez,1300000,2014-15
Matty James,1300000,2014-15
Chung-yong Lee,1300000,2014-15
Winston Reid,1300000,2014-15
Yannick Bolasie,1300000,2014-15
Ritchie De Laet,1300000,2014-15
Gabriel Obertan,1300000,2014-15
Glenn Murray,1300000,2014-15
Allan McGregor,1300000,2014-15
Will Buckley,1300000,2014-15
Ashley Williams,1300000,2014-15
Tony Hibbert,1300000,2014-15
James McArthur,1300000,2014-15
Brad Jones,1300000,2014-15
Guy Demel,1300000,2014-15
Bryan Oviedo,1258000,2014-15
Maynor Figueroa,1248000,2014-15
Jordi Gómez,1248000,2014-15
Ahmed Elmohamady,1248000,2014-15
Jake Livermore,1248000,2014-15
Curtis Davies,1248000,2014-15
Liam Bridcutt,1196000,2014-15
Emmanuel Mayuka,1196000,2014-15
Cristian Gamboa,1196000,2014-15
Eduardo Vargas,1174000,2014-15
Vito Mannone,1170000,2014-15
Costel Pantilimon,1170000,2014-15
Marc Wilson,1170000,2014-15
Yaya Sanogo,1144000,2014-15
Leon Britton,1144000,2014-15
Pape Souaré,1092000,2014-15
George Boyd,1040000,2014-15
Joe Cole,1040000,2014-15
Charlie Austin,1040000,2014-15
Serge Gnabry,1040000,2014-15
Aly Cissokho,1040000,2014-15
Ciaran Clark,1040000,2014-15
Kieran Richardson,1040000,2014-15
Philippe Senderos,1040000,2014-15
Ángel Rangel,1040000,2014-15
Jefferson Montero,1040000,2014-15
Nathan Dyer,1040000,2014-15
Wayne Routledge,1040000,2014-15
Ryan Mason,1040000,2014-15
Sébastien Pocognoli,1040000,2014-15
Aaron Cresswell,1040000,2014-15
Adrián,1040000,2014-15
Diafra Sakho,1040000,2014-15
Jussi Jääskeläinen,1040000,2014-15
Anthony Réveillère,1040000,2014-15
Clint Hill,1040000,2014-15
Armand Traoré,1040000,2014-15
John Stones,1040000,2014-15
Lewis Baker,1040000,2014-15
Nathan Aké,1040000,2014-15
Jason Puncheon,1040000,2014-15
Julián Speroni,1040000,2014-15
Wayne Hennessey,1040000,2014-15
Joel Robles,1040000,2014-15
Andrew Robertson,1040000,2014-15
Alex McCarthy,1040000,2014-15
Paul McShane,1040000,2014-15
Anthony Knockaert,1040000,2014-15
Chris Wood,1040000,2014-15
Leonardo Ulloa,1040000,2014-15
Liam Moore,1040000,2014-15
Mike Williamson,1040000,2014-15
Boaz Myhill,962000,2014-15
Kieran Trippier,936000,2014-15
Matt Phillips,936000,2014-15
Jason Davidson,936000,2014-15
Danny Ings,936000,2014-15
Wes Morgan,910000,2014-15
Ashley Westwood,910000,2014-15
Nathan Baker,910000,2014-15
Riyad Mahrez,910000,2014-15
Jason Shackell,884000,2014-15
Chris Baird,884000,2014-15
Neil Taylor,884000,2014-15
Dwight Gayle,832000,2014-15
David Jones,832000,2014-15
Steve Harper,832000,2014-15
Lukas Jutkiewicz,832000,2014-15
Sone Aluko,832000,2014-15
David Meyler,832000,2014-15
James Chester,832000,2014-15
Kelvin Davis,832000,2014-15
Yannick Sagbo,832000,2014-15
Shola Ameobi,780000,2014-15
Sammy Ameobi,780000,2014-15
Jerome Thomas,780000,2014-15
Michael Kightly,780000,2014-15
Michael Keane,780000,2014-15
James Wilson,780000,2014-15
Doneil Henry,780000,2014-15
Matthew Upson,780000,2014-15
Jon Flanagan,780000,2014-15
DeAndre Yedlin,780000,2014-15
Zeki Fryers,780000,2014-15
Karl Henry,780000,2014-15
Tom Heaton,780000,2014-15
Ben Amos,780000,2014-15
Adrian Mariappa,780000,2014-15
Eric Dier,780000,2014-15
Richard Dunne,780000,2014-15
Jordan Pickford,780000,2014-15
Jonathan Walters,780000,2014-15
Rob Elliot,780000,2014-15
Diego Poyet,780000,2014-15
Jack Grealish,780000,2014-15
Modou Barrow,780000,2014-15
Glenn Whelan,780000,2014-15
Leandro Bacuna,780000,2014-15
Jordi Amat,728000,2014-15
Steven Reid,728000,2014-15
Dean Marney,728000,2014-15
Paulo Gazzaniga,728000,2014-15
Jeffrey Schlupp,650000,2014-15
Jack Butland,650000,2014-15
Marcin Wasilewski,650000,2014-15
Nabil Bentaleb,650000,2014-15
Ashley Barnes,650000,2014-15
Andy Wilkinson,650000,2014-15
Dean Hammond,650000,2014-15
Sam Vokes,650000,2014-15
Marvin Sordell,650000,2014-15
Facundo Ferreyra,628000,2014-15
Ross Wallace,624000,2014-15
Alex Bruce,624000,2014-15
Héctor Bellerín,624000,2014-15
Nick Powell,624000,2014-15
Stephen Ward,624000,2014-15
Scott Arfield,624000,2014-15
Adlène Guédioura,624000,2014-15
Mehdi Abeid,624000,2014-15
Curtis Good,624000,2014-15
Owen Garvan,624000,2014-15
Ben Mee,624000,2014-15
Filip Djuricic,558000,2014-15
Dwight Tiendalli,520000,2014-15
Emiliano Martínez,520000,2014-15
Damien Delaney,520000,2014-15
Tom Thorpe,520000,2014-15
Matt Gilks,520000,2014-15
Stephen Quinn,520000,2014-15
Gerhard Tremmel,520000,2014-15
Chuba Akpom,520000,2014-15
Robbie Brady,520000,2014-15
Liam Rosenior,520000,2014-15
Andre Wisdom,520000,2014-15
Christian Atsu,520000,2014-15
Jed Steer,520000,2014-15
Ayoze Pérez,520000,2014-15
Harry Maguire,520000,2014-15
Sam Gallagher,520000,2014-15
Harrison Reed,520000,2014-15
Joel Ward,468000,2014-15
Izzy Brown,442000,2014-15
Ruben Loftus-Cheek,442000,2014-15
Richard Wright,416000,2014-15
Michael Duff,416000,2014-15
Jordon Ibe,416000,2014-15
Jamal Blackman,416000,2014-15
Ben Hamer,416000,2014-15
Elliot Lee,416000,2014-15
Karim Rekik,390000,2014-15
Dedryck Boyata,390000,2014-15
Nélson Oliveira,386000,2014-15
Gary Taylor-Fletcher,364000,2014-15
Zoumana Bakayogo,364000,2014-15
Luke Garbutt,364000,2014-15
Kyle Bartley,364000,2014-15
Eldin Jakupovic,364000,2014-15
Isaac Hayden,312000,2014-15
Gedion Zelalem,312000,2014-15
Matt Grimes,312000,2014-15
Joe Dudgeon,312000,2014-15
Brian Murphy,286000,2014-15
Graham Burke,260000,2014-15
Bongani Khumalo,260000,2014-15
Kevin Long,260000,2014-15
Tyler Blackett,260000,2014-15
Tyias Browning,260000,2014-15
Saidy Janko,260000,2014-15
Danny Lafferty,260000,2014-15
Andreas Christensen,260000,2014-15
Sebastian Lletget,260000,2014-15
Dionatan Teixeira,260000,2014-15
Andreas Pereira,260000,2014-15
Lloyd Isgrove,234000,2014-15
Adil Nabi,234000,2014-15
Jay Fulton,232000,2014-15
Bruno Andrade,208000,2014-15
Adam King,182000,2014-15
Jason McCarthy,182000,2014-15
Michael Doughty,182000,2014-15
